delta,theta,alpha,beta,gamma,f1,f2,f3,f4,beta_alpha,gamma_power,theta_alpha,stress_index,engagement_index,is_focus,is_memory,is_relaxed,is_stressed,is_engaged,score,eye_label,score_label
10648928.294009998,18066755.725585,19340923.334524997,18620652.571916666,7450847.747766666,4305.7871428571425,193.32119621532038,4627.69,3988.21,0.9627592359397054,7450847.747766666,0.9341206421791433,1.3479966736201474,0.49777620637716774,0,0,1,1,0,2,1,0
10643890.045095002,18061162.473475,19346545.400075,18600512.48508333,7442790.277033333,4304.653571428572,194.18884364037947,4630.77,3983.08,0.9614384429072419,7442790.277033333,0.933560080106294,1.3461474502840367,0.49723742892664013,0,0,1,1,0,2,1,0
10625571.24663,18029572.797140002,19310722.3415,18589851.539783332,7438525.180913334,4301.940714285714,193.72762906662405,4629.74,3983.59,0.9626699204219601,7438525.180913334,0.9336560527511881,1.3478717295188198,0.49784961449182347,0,0,1,1,0,2,1,0
10605400.925129998,17998213.446185,19288394.396725003,18579970.8313,7434572.230520001,4299.597857142858,193.55529753161247,4624.62,3983.08,0.963272030276079,7434572.230520001,0.9331110239657897,1.3487148036663794,0.4983014520810709,0,0,1,1,0,2,1,0
10603635.779295,17999995.20436,19309070.8265,18571260.405616667,7431087.443246667,4299.742857142857,193.7800685028767,4626.15,3978.46,0.9617894394031787,7431087.443246667,0.9322041110158269,1.3466390010427667,0.49776803284904125,0,0,1,1,0,2,1,0
10617948.163950002,18029074.682625003,19359052.320125002,18568371.267766666,7429931.583106667,4302.014999999999,194.58658317975426,4632.31,3980.51,0.9591570372720503,7429931.583106667,0.9312994450602146,1.3429532820594245,0.496638177847219,0,0,1,1,0,2,1,0
10622663.26371,18044959.833955,19407044.078375,18561465.002466667,7427168.564986668,4303.443571428571,196.38690040715713,4638.46,3984.62,0.9564292700890238,7427168.564986668,0.929814955903631,1.339134051661725,0.49560672496766833,0,0,1,1,0,2,1,0
10625465.967105,18049207.23839,19409596.41125,18572537.40545,7431598.245180001,4304.2128571428575,196.8635103832301,4640.0,3981.03,0.9568739613093766,7431598.245180001,0.9299115167550608,1.3397566389147795,0.4958123483911105,0,0,1,1,0,2,1,0
10621268.877915,18028888.515370004,19335983.390750002,18592110.078250002,7439428.698300001,4302.6,194.92096907648056,4631.79,3979.49,0.9615290674661617,7439428.698300001,0.9324009103148991,1.3462743658024496,0.4975825991043823,0,0,1,1,0,2,1,0
10586856.823125,17967977.73908,19260843.207900003,18556886.37011667,7425336.805046668,4296.484285714286,193.9910705498097,4622.05,3978.46,0.9634514008454438,7425336.805046668,0.9328759673257372,1.348966028886272,0.49845485025013947,0,0,1,1,0,2,1,0
10580147.43267,17958126.673175,19256317.148075,18506583.269699994,7405212.077879998,4293.445000000001,194.14738068024505,4621.03,3975.9,0.9610655624016395,7405212.077879998,0.9325836573567907,1.3456257054931702,0.4972957101976616,0,0,1,1,0,2,1,0
10607525.703315,18002297.11264,19294647.5411,18500358.819250003,7402721.886700002,4295.934285714286,193.99220925867422,4625.13,3981.54,0.9588337273246884,7402721.886700002,0.9330202624480151,1.3425008490448909,0.49602880319029985,0,0,1,1,0,2,1,0
10604230.500675,18000543.098470002,19307845.487850003,18503067.3045,7403805.4358,4296.265,195.33021120839004,4628.21,3983.08,0.9583185921050906,7403805.4358,0.9322916484802207,1.3417795764214748,0.49594924909954663,0,0,1,1,0,2,1,0
10596509.10087,17989933.160425004,19306271.796325002,18499773.780983333,7402487.717393333,4295.5314285714285,197.27796256106487,4630.77,3972.31,0.9582261130553366,7402487.717393333,0.9318180822383586,1.3416501006323702,0.49602295467959345,0,0,1,1,0,2,1,0
10613881.859369999,18016460.059095,19323087.899675,18520999.86825,7410979.640300001,4298.132857142858,196.81724606593704,4632.31,3969.23,0.9584906907430957,7410979.640300001,0.9323799670443507,1.342020470185038,0.4960156424148528,0,0,1,1,0,2,1,0
10614345.93594,18015679.358335,19316090.552075,18570949.93005,7430963.20302,4300.477142857142,195.46955204724597,4629.23,3977.95,0.961423838844765,7430963.20302,0.9326773090944516,1.346127109052895,0.49745699104587526,0,0,1,1,0,2,1,0
10620157.972784998,18025487.89701,19326386.33315,18608909.735533334,7446149.740213334,4303.039285714286,195.30152074838702,4631.28,3981.03,0.9628758017536388,7446149.740213334,0.9326879627822849,1.3481599211878437,0.4982055149593259,0,0,1,1,0,2,1,0
10646760.021464998,18077871.852055,19410959.117175,18600838.75223333,7442920.7308933325,4306.848571428572,196.76753582616738,4644.62,3978.97,0.9582647946424334,7442920.7308933325,0.9313229574554405,1.3417038965416992,0.4961701464497517,0,0,1,1,0,2,1,0
10652569.988249999,18094025.278615,19452993.138075,18585030.907833334,7436596.517133334,4307.765,197.0389956237815,4651.79,3981.54,0.9553815588129843,7436596.517133334,0.9301409377047974,1.3376670232836128,0.49498020592686043,0,0,1,1,0,2,1,0
10644164.83551,18074786.379260004,19412832.992900003,18604448.068166662,7444364.765266665,4306.995714285714,195.6947557043982,4645.64,3984.62,0.9583582197904884,7444364.765266665,0.9310741191597176,1.341834694758823,0.49628246284379074,0,0,1,1,0,2,1,0
10631987.11602,18052946.30883,19384817.43735,18608132.279783335,7445838.6569133345,4305.532142857143,196.66488364650633,4641.54,3977.95,0.9599333261673574,7445838.6569133345,0.9312930785742286,1.3440400468510698,0.49704176793095817,0,0,1,1,0,2,1,0
10621708.611285,18040714.70896,19392182.8029,18593209.320583332,7439868.395233334,4304.395714285715,198.18162029938551,4642.05,3972.82,0.9587991980872754,7439868.395233334,0.9303086141628768,1.342452161286465,0.49670772385952444,0,0,1,1,0,2,1,0
10630046.01279,18046270.069310002,19364376.92795,18581668.075616665,7435251.127246667,4303.443571428572,196.34473500915752,4635.9,3976.41,0.9595799619452485,7435251.127246667,0.9319313570715302,1.3435453823102306,0.49669464623205023,0,0,1,1,0,2,1,0
10632014.560829999,18040822.37715,19324014.81355,18555501.953416664,7424782.884366666,4300.989285714286,194.577260691123,4628.72,3979.49,0.9602301660628302,7424782.884366666,0.9335959711901505,1.344455853944213,0.49660331339633357,0,0,1,1,0,2,1,0
10618569.456495,18019216.358930003,19305618.75135,18540837.838933334,7418916.211573334,4298.863571428572,195.44326939429416,4627.18,3978.97,0.960385578816833,7418916.211573334,0.9333664251330471,1.3446735059289416,0.49674265898702713,0,0,1,1,0,2,1,0
10597813.95393,17987721.07755,19286512.36155,18533562.402766667,7416005.577106668,4296.704285714287,195.69816860644966,4626.67,3976.92,0.9609597658369075,7416005.577106668,0.9326580534804091,1.3454774763531432,0.49722182571633516,0,0,1,1,0,2,1,0
10575694.454955002,17955889.201455005,19274816.307575002,18487634.194133334,7397631.165653334,4292.858571428572,194.35131936988833,4624.62,3974.87,0.9591600718325256,7397631.165653334,0.9315725200658546,1.3429578236557522,0.4965695369282973,0,0,1,1,0,2,1,0
10588114.45263,17977673.575290002,19300938.19225,18508936.653266665,7406153.637306666,4295.497142857143,193.9555384775656,4627.18,3981.03,0.9589656455507273,7406153.637306666,0.9314403992292839,1.342685522975137,0.49650284105758064,0,0,1,1,0,2,1,0
10628858.922015,18043646.266975004,19359171.854775,18597385.956266668,7441539.458506668,4304.064285714287,194.65929557321746,4633.33,3989.23,0.9606498715841817,7441539.458506668,0.9320463913606692,1.3450433525827403,0.49721884312914,0,0,1,1,0,2,1,0
10629269.952824999,18052383.93501,19400119.98955,18602442.844583333,7443562.522833333,4305.641428571428,195.89777785719713,4639.49,3983.08,0.958882875704001,7443562.522833333,0.9305294990305785,1.3425692924293857,0.49669423657370015,0,0,1,1,0,2,1,0
10603288.90119,18015164.45558,19387229.603299998,18555132.680833332,7424635.174333333,4301.392857142857,196.50154708327972,4641.03,3975.38,0.9570801533022549,7424635.174333333,0.929228405718815,1.3400454003362698,0.49609478611510205,0,0,1,1,0,2,1,0
10610418.616769997,18017904.255049996,19353397.16345,18570909.807550002,7430947.154020001,4301.502142857144,195.35352950040414,4636.41,3981.03,0.959568475276334,7430947.154020001,0.9309943935360823,1.3435293422632104,0.4969297054866896,0,0,1,1,0,2,1,0
10638999.983280001,18058641.055855002,19366538.724075,18627867.846033335,7453734.316413335,4306.3721428571425,194.982429398086,4636.41,3987.69,0.9618583945966366,7453734.316413335,0.9324661114277973,1.3467353425433048,0.49773622880557017,0,0,1,1,0,2,1,0
10649405.916255001,18080072.783450004,19404324.47555,18646806.450633332,7461311.042253333,4309.085,196.2481167425562,4643.59,3987.69,0.9609613812698236,7461311.042253333,0.9317548161097017,1.34547932991856,0.4974551497198141,0,0,1,1,0,2,1,0
10630551.76245,18050378.117575,19381545.504874997,18586788.57665,7437299.739660001,4304.2871428571425,196.54684067049013,4642.56,3984.62,0.9589941406877975,7437299.739660001,0.9313177895454158,1.3427251356071106,0.49654911577939803,0,0,1,1,0,2,1,0
10610655.091049999,18016726.626925,19345932.527625,18520702.798166666,7410860.863266666,4298.755,195.5804193657579,4634.36,3979.49,0.9573435021402612,7410860.863266666,0.93129274596596,1.340414251130208,0.4957008740078055,0,0,1,1,0,2,1,0
10605117.29073,18005928.844274998,19328862.283175,18481013.74925,7394982.474699999,4295.934285714285,194.86151601711865,4629.74,3972.82,0.9561356213570845,7394982.474699999,0.9315565800242422,1.3387231925426195,0.4950078249041426,0,0,1,1,0,2,1,0
10585012.249079999,17967269.245205,19269597.898825,18446783.9816,7381288.156640002,4291.135,194.95229763604078,4625.13,3970.77,0.957299891697474,7381288.156640002,0.9324153695132193,1.340353455938672,0.49539033212027306,0,0,1,1,0,2,1,0
10553168.49807,17913355.039690003,19212318.544650003,18445204.862683333,7380656.356073334,4287.3264285714295,196.14304851332884,4621.54,3969.23,0.960071779978828,7380656.356073334,0.9323890293645662,1.3442344899047582,0.4968315206666908,0,0,1,1,0,2,1,0
10559666.41965,17928627.242375,19245360.080875,18484324.361616667,7396306.873646667,4290.732857142857,196.34596017629448,4622.56,3968.21,0.9604561454781213,7396306.873646667,0.9315818029401576,1.3447725127772883,0.4972381413078974,0,0,1,1,0,2,1,0
10584243.489825,17970415.89201,19290456.19455,18489810.4107,7398501.754280001,4293.956428571429,194.46725051524535,4624.62,3973.33,0.9584952384860055,7398501.754280001,0.9315702910689135,1.3420269538411802,0.4962259167672241,0,0,1,1,0,2,1,0
10569328.785255,17949903.047285,19287323.334725,18458744.028716665,7386073.098486666,4291.502142857144,193.84832488235202,4625.64,3975.9,0.9570402128056041,7386073.098486666,0.93065806673998,1.339989830557299,0.4957067381805304,0,0,1,1,0,2,1,0
10568660.961585,17953122.124205,19307870.877125002,18477948.677016668,7393756.239806668,4293.040714285714,195.32669909170437,4627.18,3973.33,0.957016379206651,7393756.239806668,0.9298343788632869,1.339956387810398,0.4959059646198,0,0,1,1,0,2,1,0
10611239.7789,18017636.817929998,19346585.56365,18540479.58063333,7418772.9082533335,4299.815714285714,195.12007089827264,4628.72,3976.92,0.9583334237266029,7418772.9082533335,0.9313083571595252,1.3418002056993334,0.4962094324161023,0,0,1,1,0,2,1,0
10631873.64111,18047199.654565003,19356840.665425003,18577088.70116667,7433419.120466668,4303.149285714285,194.52132165410868,4633.33,3983.59,0.9597169818289575,7433419.120466668,0.9323422125801656,1.3437372488213797,0.4966599474880241,0,0,1,1,0,2,1,0
10627867.52379,18040184.442595,19348472.054375,18586946.016266666,7437362.714506667,4303.113571428572,195.11988130403842,4634.87,3983.08,0.9606415413078006,7437362.714506667,0.9323828978275778,1.3450317243468057,0.4971279462200646,0,0,1,1,0,2,1,0
10632358.65807,18045326.557165,19344241.732025,18608305.216966666,7445907.880786667,4304.322142857142,194.3012666004806,4630.77,3985.64,0.9619557837803004,7445907.880786667,0.9328526187350866,1.34687176983621,0.4976870840829196,0,0,1,1,0,2,1,0
10630661.998035,18044872.15879,19353280.807049997,18602307.873033337,7443508.533213335,4304.212142857144,194.69024174601674,4631.79,3986.15,0.9611966083939599,7443508.533213335,0.9323934447442987,1.3458088406776685,0.49741247622641827,0,0,1,1,0,2,1,0
10624387.15965,18038964.218535002,19365573.361674998,18561936.364683334,7427357.058873334,4302.161428571429,196.9151305532826,4637.95,3979.49,0.958501771056103,7427357.058873334,0.9314965212563072,1.34203583535455,0.49624825129514744,0,0,1,1,0,2,1,0
10624054.4361,18033103.430910002,19338487.58055,18536295.363666665,7417098.863466667,4300.0,196.16903756709414,4632.82,3977.95,0.9585183580906756,7417098.863466667,0.9324981261226529,1.342059151163147,0.49599963132375097,0,0,1,1,0,2,1,0
10608487.23381,17996850.564385,19261004.596525,18515152.974366665,7408640.5237466665,4295.6050000000005,194.03093150872328,4618.46,3979.49,0.9612765980911578,7408640.5237466665,0.934367180807952,1.3459211521495127,0.49694629211484515,0,0,1,1,0,2,1,0
10588135.635270001,17966702.634550005,19245942.270950004,18481632.452999998,7395230.007199999,4292.27,194.75078635454673,4616.92,3975.9,0.9602872227719076,7395230.007199999,0.9335319820463233,1.3445360115860587,0.49664925726007525,0,0,1,1,0,2,1,0
10600386.190065,17991811.207465004,19289814.770225,18486593.672766667,7397214.803106667,4294.615714285715,195.65357817597226,4627.18,3973.85,0.9583603519770905,7397214.803106667,0.9327104185176276,1.3418381039005736,0.4958633961895568,0,0,1,1,0,2,1,0
10606021.200870002,17996936.35581,19277873.77325,18512262.11651667,7407483.975606668,4295.8607142857145,194.57020882903817,4625.13,3977.44,0.9602854720525947,7407483.975606668,0.9335540095081254,1.3445334478788977,0.4966426938841396,0,0,1,1,0,2,1,0
10595114.398155,17975579.65603,19243802.292449996,18501879.827883333,7403330.392153334,4293.662857142857,193.2825270141602,4617.44,3982.05,0.9614461605200182,7403330.392153334,0.9340970865763625,1.3461586138929948,0.49710336011204065,0,0,1,1,0,2,1,0
10600906.710930001,17987895.678165004,19266766.984625004,18487652.964116666,7397638.724646667,4294.065714285714,192.66775787476695,4624.1,3989.74,0.9595617665833073,7397638.724646667,0.9336229421634943,1.3435202548210923,0.4962507144798725,0,0,1,1,0,2,1,0
10621529.621144999,18023735.05356,19308477.7935,18494784.669783335,7400491.868913335,4296.887142857143,194.10398698446494,4632.31,3989.23,0.9578582458741755,7400491.868913335,0.9334622462898952,1.3411350607561985,0.49541088672002875,0,0,1,1,0,2,1,0
10635255.196529998,18044865.07193,19322624.049450003,18537444.476233333,7417558.662493334,4300.182857142858,195.45695494070787,4630.26,3985.64,0.9593647544345834,7417558.662493334,0.933872388436947,1.3432442235744946,0.49608482967689,0,0,1,1,0,2,1,0
10631724.79815,18032341.37213,19283541.53965,18576184.38975,7433057.3449,4300.732142857143,192.9619343726548,4625.13,3990.77,0.963318089239649,7433057.3449,0.9351156443463318,1.3487793039037748,0.497809054489377,0,0,1,1,0,2,1,0
10609971.851249998,17989833.24785,19216020.56425,18551550.963233333,7423202.335293334,4296.155714285715,190.70898022582858,4617.44,3990.26,0.9654210610986841,7423202.335293334,0.9361893211811937,1.3517238499863726,0.49861914356067116,0,0,1,1,0,2,1,0
10599145.290299999,17974153.239285,19209797.594425,18529510.022400003,7414384.418960001,4294.212142857143,191.53666639570505,4612.82,3985.64,0.9645864268646229,7414384.418960001,0.9356763469751738,1.350555325418317,0.49832009797090027,0,0,1,1,0,2,1,0
10613714.210460002,18003021.061535,19257010.571274996,18552469.71738333,7423569.887953332,4297.692857142857,192.47649301477122,4615.9,3988.72,0.9634137992870209,7423569.887953332,0.9348814030558066,1.3489134000935148,0.49791878601214384,0,0,1,1,0,2,1,0
10613718.013139999,17999682.51906,19240292.5077,18548745.15758333,7422079.806033332,4296.959285714286,192.3043756824911,4615.9,3989.74,0.9640573369744314,7422079.806033332,0.9355202116524768,1.3498144559507992,0.49808693867957826,0,0,1,1,0,2,1,0
10602098.596095,17981914.180435,19228913.594875,18531625.041916665,7415230.529766667,4295.055,192.92811317579256,4615.9,3984.62,0.9637374961659226,7415230.529766667,0.9351497728517908,1.349366694257625,0.49801700606650323,0,0,1,1,0,2,1,0
10632612.271605,18035967.958775,19295757.983175,18582602.419783335,7435625.018913334,4301.502142857144,193.06525026449964,4621.54,3988.21,0.9630408111454102,7435625.018913334,0.9347115554880295,1.3483910536907648,0.4977697106391055,0,0,1,1,0,2,1,0
10667496.693614999,18088230.33383,19324507.04505,18623375.037616666,7451936.938046668,4306.447142857143,192.3733555365923,4625.13,3995.9,0.9637179874343087,7451936.938046668,0.9360254464272294,1.3493390498849085,0.4977816738993635,0,0,1,1,0,2,1,0
10644839.76099,18048845.87355,19278630.96115,18576388.899633333,7433139.251853334,4301.318571428571,192.66464353738536,4621.54,3994.87,0.9635740700191431,7433139.251853334,0.9362099367906789,1.3491377164643752,0.49765991368492485,0,0,1,1,0,2,1,0
10599791.526554998,17986780.320129998,19268624.75695,18513020.266850002,7407787.387740002,4295.2757142857145,193.9051698166726,4621.03,3986.15,0.9607857592520496,7407787.387740002,0.9334750428227326,1.3452339220648992,0.49692172796260786,0,0,1,1,0,2,1,0
10592429.012354998,17985006.961815,19308841.393374998,18499500.233716667,7402378.400486667,4295.529285714286,193.93566118190134,4626.15,3976.92,0.9580844265499545,7402378.400486667,0.9314389504481017,1.3414517270357358,0.49604696349717664,0,0,1,1,0,2,1,0
10634824.391250001,18046617.878735002,19334260.118675,18547825.6349,7421711.94596,4301.245,191.4053027236034,4625.13,3983.59,0.9593243041653122,7421711.94596,0.9334010077428723,1.343187555223519,0.4961848578351911,0,0,1,1,0,2,1,0
10683518.004974999,18115690.63981,19354999.83255,18620634.578050002,7450840.652220001,4308.315714285714,189.93984941533043,4623.59,4003.08,0.9620581110382678,7450840.652220001,0.9359695580747697,1.3470150067593036,0.49693865640893087,0,0,1,1,0,2,1,0
10683026.1174,18120065.56453,19380153.70665,18609340.3074,7446322.12296,4308.461428571429,192.18154478279652,4631.79,4003.08,0.9602266622381603,7446322.12296,0.9349804877095194,1.344450762607629,0.4962461731977476,0,0,1,1,0,2,1,0
10640870.606549999,18053722.92621,19329477.25405,18529924.560650002,7414550.235260001,4300.440714285714,193.37769074549738,4627.18,3986.67,0.9586355759707144,7414550.235260001,0.9339995432326743,1.3422233025196095,0.4956751822021415,0,0,1,1,0,2,1,0
10632361.823789997,18026053.012314998,19247852.902975,18535802.300249998,7416901.7391,4297.618571428571,191.84855916868926,4618.97,3985.64,0.9630062321072753,7416901.7391,0.9365227957206544,1.3483428084250024,0.49728628768808464,0,0,1,1,0,2,1,0
10652831.253179999,18050639.68027,19234323.38015,18586518.72071667,7437191.847286669,4300.879285714285,190.75115466657783,4624.1,3993.85,0.9663203822338333,7437191.847286669,0.9384598212015864,1.3529828969631807,0.49849905149689583,0,0,1,1,0,2,1,0
10627423.44813,18018749.16027,19244256.147150002,18531823.449716665,7415309.942886666,4297.067857142857,190.93091058505095,4618.97,3989.74,0.9629794629635603,7415309.942886666,0.9363182979113263,1.3483053433813628,0.49732498215934334,0,0,1,1,0,2,1,0
10583049.851010002,17957818.693630002,19235427.79475,18446475.934783336,7381165.040913335,4290.037857142856,191.28980277424148,4613.85,3983.08,0.9589844391096436,7381165.040913335,0.9335804165754175,1.3427120650129012,0.49596304911285255,0,0,1,1,0,2,1,0
10584546.10521,17967758.333550002,19275150.96635,18450085.68,7382609.246,4291.611428571429,191.56451598266702,4620.0,3986.15,0.9571953917356428,7382609.246,0.9321721196849074,1.340207138771397,0.49539861484583436,0,0,1,1,0,2,1,0
10605909.503205001,18007719.878910005,19332536.03985,18475154.856466666,7392638.662586667,4295.936428571428,192.0118069884224,4628.21,3988.72,0.9556508684832152,7392638.662586667,0.9314722001184897,1.338044499993737,0.4947784743806249,0,0,1,1,0,2,1,0
10620728.385089997,18024597.742804997,19318132.813424997,18471266.07978333,7391082.840913333,4296.117142857142,191.28672586417676,4623.59,3991.28,0.9561620814070553,7391082.840913333,0.933040367663173,1.3387602813623103,0.49464154882753275,0,0,1,1,0,2,1,0
10645906.75377,18051354.051155,19284058.563975,18502269.129,7403486.215600001,4297.985,189.94545806437617,4617.95,3997.95,0.9594592895275461,7403486.215600001,0.936076500248564,1.3433767201367977,0.4955688937933834,0,0,1,1,0,2,1,0
10658184.005175,18066045.558945,19275667.760225,18542921.302133333,7419749.956853333,4300.44,189.3183595730445,4620.0,4001.54,0.9619859365077542,7419749.956853333,0.9372461584040699,1.3469142331120083,0.4965739290975038,0,0,1,1,0,2,1,0
10647805.205805,18052032.73709,19274795.64675,18565660.777083334,7428847.335833334,4300.952857142858,189.69497641622198,4621.54,4003.59,0.9632092146311706,7428847.335833334,0.936561562982531,1.348626910983534,0.497381148651797,0,0,1,1,0,2,1,0
10654252.812390001,18059208.009145003,19267687.963124998,18601116.000966668,7443031.836386668,4302.783571428571,190.96549148274113,4625.13,4003.59,0.9654046731795223,7443031.836386668,0.937279451676104,1.3517007275183173,0.49833010531561117,0,0,1,1,0,2,1,0
10658847.405689998,18063524.255779997,19258638.5743,18603311.282416668,7443910.051966667,4302.785000000001,192.35051879873586,4626.15,3997.95,0.9659722939731157,7443910.051966667,0.93794398737428,1.3524954650294503,0.4984521225930329,0,0,1,1,0,2,1,0
10636872.58281,18039116.56609,19283098.94505,18524307.746183336,7412303.149473335,4298.423571428571,192.81622466584025,4622.56,3993.33,0.9606499348973985,7412303.149473335,0.9354884615535166,1.3450437074230381,0.4963346224892161,0,0,1,1,0,2,1,0
10619377.336694999,18026969.311795,19338997.647675,18452543.355916664,7383592.469366666,4295.749285714285,192.47127382934275,4628.72,3994.36,0.9541623455409096,7383592.469366666,0.9321563423408004,1.335960440968775,0.49383288744892423,0,0,1,1,0,2,1,0
10625156.681264998,18037984.372155,19355543.985675,18459071.521066666,7386204.250426667,4296.9971428571425,191.3113961368657,4628.72,3994.87,0.9536839437179981,7386204.250426667,0.9319285671073851,1.335290591192892,0.493643481418114,0,0,1,1,0,2,1,0
10651080.515625,18074325.96436,19364426.3843,18504690.72746667,7404455.060986668,4301.026428571428,190.76099289077288,4630.77,3993.85,0.9556023173745374,7404455.060986668,0.9333778138149808,1.3379764148065976,0.49426568906825474,0,0,1,1,0,2,1,0
10679744.143395001,18117563.733285002,19389524.377125,18544199.8477,7420261.42708,4305.385714285714,191.3756218881109,4637.95,3998.97,0.9564030291313781,7420261.42708,0.934399595415474,1.339097379067767,0.4944185427861196,0,0,1,1,0,2,1,0
10675934.544735001,18104957.258425005,19351889.327225,18562443.893716663,7427560.326486666,4304.797857142857,192.19286519307224,4633.33,4000.51,0.9592057695163297,7427560.326486666,0.9355653575877629,1.3430215407256503,0.49556878343377625,0,0,1,1,0,2,1,0
10654396.743990002,18066624.891620003,19303812.8315,18541045.655366667,7418999.544146666,4300.951428571428,192.03277468990038,4625.13,3996.41,0.9604861908477682,7418999.544146666,0.935909659367289,1.3448143859512736,0.49614205198071215,0,0,1,1,0,2,1,0
10655149.769549998,18079004.52666,19360690.8363,18484052.618899997,7396198.381559999,4300.0371428571425,192.15671362676034,4630.77,3995.38,0.9547207160729348,7396198.381559999,0.9337995570262474,1.3367421245080222,0.4937020037077072,0,0,1,1,0,2,1,0
10630036.94553,18054154.818235002,19403861.120975,18395049.71138333,7360591.063553332,4295.604285714286,193.02649894747196,4636.41,3994.87,0.9480097593307283,7360591.063553332,0.9304413542064609,1.3273461716902444,0.49108446483753615,0,0,1,1,0,2,1,0
10583483.132310001,17972029.198835004,19303591.778775,18347293.28753333,7341485.161013333,4287.326428571428,192.41517313229377,4626.15,3990.77,0.9504600748812922,7341485.161013333,0.9310199575705375,1.3307771290932022,0.49220624113957306,0,0,1,1,0,2,1,0
10598931.577755,17982955.477810003,19255233.537350003,18405432.241033334,7364744.742413334,4289.523571428572,191.40399860008682,4616.41,3988.72,0.9558664767856887,7364744.742413334,0.9339255970553121,1.3383466335766887,0.49426228094872765,0,0,1,1,0,2,1,0
10654495.722884998,18075092.238535,19345489.706775,18536995.715766665,7417379.260306667,4302.161428571428,191.53574876534668,4629.23,3996.92,0.958207623416938,7417379.260306667,0.9343310772951885,1.3416240875506238,0.49536898551866193,0,0,1,1,0,2,1,0
10681512.18285,18119550.98605,19387673.71125,18608377.183133334,7445936.8232533345,4308.608571428571,191.52203487018485,4636.41,4005.13,0.95980453664921,7445936.8232533345,0.9345912901110417,1.3438597324477823,0.49612780826389385,0,0,1,1,0,2,1,0
10669168.090185,18095235.728375003,19348391.373974998,18577215.539916668,7433470.010966668,4305.090714285715,191.11723927864227,4631.79,4003.59,0.9601426382610507,7433470.010966668,0.9352320499735955,1.3443332341244798,0.4961382477487137,0,0,1,1,0,2,1,0
10649912.51172,18063624.091250002,19318703.71145,18520426.81841667,7410750.522366668,4300.183571428572,191.73829435707208,4626.67,3996.41,0.9586785477453564,7410750.522366668,0.9350329277291489,1.3422835055652753,0.4954326792104827,0,0,1,1,0,2,1,0
10628065.98612,18037850.716170006,19335480.340050004,18467398.305333335,7389535.424133334,4296.848571428572,192.60941083139303,4627.18,3991.79,0.9551041908734201,7389535.424133334,0.9328886792021855,1.3372790990822865,0.4941330564715432,0,0,1,1,0,2,1,0
10614061.30407,18025371.451805003,19366448.565225,18433347.962266672,7375912.928906669,4295.347857142858,193.8529881555524,4631.28,3989.23,0.9518187033716247,7375912.928906669,0.9307525533706263,1.3326790817763006,0.4929780886266238,0,0,1,1,0,2,1,0
10619276.088210002,18028269.607950002,19346174.118350003,18439522.1148,7378382.94792,4295.201428571429,195.38034620624836,4630.77,3987.69,0.9531353332186239,7378382.94792,0.9318777706466062,1.334522521340805,0.49337248334277706,0,0,1,1,0,2,1,0
10622395.736534998,18021836.512975,19293210.987975,18452851.61,7383715.67,4294.322857142857,194.3858404392288,4625.13,3991.28,0.9564427415167059,7383715.67,0.9341024946136052,1.3391533061086607,0.4945150239867634,0,0,1,1,0,2,1,0
10608170.003085,17998230.328455,19270018.288375,18451210.76836667,7383059.2813466685,4292.747142857143,192.90609530577953,4620.51,3991.79,0.9575087315561475,7383059.2813466685,0.9340017253285036,1.340645850102644,0.4950919738158496,0,0,1,1,0,2,1,0
10612024.71795,18006014.92955,19283243.194750004,18481385.84826667,7395131.415306668,4294.907142857142,192.89823388173846,4620.51,3991.79,0.9584168835923511,7395131.415306668,0.9337648624610683,1.3419172803160548,0.4956222455984597,0,0,1,1,0,2,1,0
10660501.63602,18082565.80979,19342818.14215,18533126.70805,7415831.350220001,4302.160714285715,192.69301308648147,4631.28,4000.51,0.9581399448544391,7415831.350220001,0.9348464984213074,1.3415293401183979,0.4952020460724977,0,0,1,1,0,2,1,0
10682138.012355,18123171.66589,19401604.91375,18522288.16253333,7411495.215013334,4304.7635714285725,192.82678446905,4641.03,4006.67,0.9546781436315896,7411495.215013334,0.9341068301542982,1.3366823771968446,0.4936015574462492,0,0,1,1,0,2,1,0
10651780.306709997,18078667.06599,19381466.61855,18483267.031,7395884.042400001,4300.438571428572,193.5625920861313,4636.41,4001.03,0.9536567791680283,7395884.042400001,0.9327811677928429,1.3352524647763102,0.49341166763181227,0,0,1,1,0,2,1,0
10615299.403514998,18012729.643609997,19294985.52795,18447221.222583335,7381463.206033334,4293.772857142857,192.9354546188429,4624.1,3995.38,0.9560629727273141,7381463.206033334,0.933544605022714,1.3386216015140753,0.49446129675197376,0,0,1,1,0,2,1,0
10575162.22119,17951726.95625,19257553.306649998,18363482.187383335,7347961.7459533345,4286.117857142858,192.89150004151378,4621.03,3985.64,0.9535729640712522,7347961.7459533345,0.9321914715951999,1.3351355452022395,0.493518876410313,0,0,1,1,0,2,1,0
10560001.91985,17932500.493595,19262489.668975,18314334.28565,7328299.0992600005,4282.93,194.0408278466894,4618.97,3975.9,0.9507771113900666,7328299.0992600005,0.9309544509439469,1.331221136290072,0.4923871254059252,0,0,1,1,0,2,1,0
10601413.58229,17991249.735310003,19280158.12795,18399199.413066667,7362251.099226667,4290.11,192.96671981754477,4617.44,3985.13,0.9543074953515458,7362251.099226667,0.9331484532394768,1.3361638603443928,0.49365453219713334,0,0,1,1,0,2,1,0
